account_id,account_name,segment,industry,region,signup_date,contract_start_date,contract_end_date,billing_term,contract_value,seats_licensed,seats_active,mau_m5,mau_m4,mau_m3,mau_m2,mau_m1,mau_m0,support_tickets_90d,escalations_90d,last_login_date,csat,data_quality_flag,customer_tenure_days,seat_utilization,annual_contract_value,avg_mau,usage_trend,days_to_renewal,high_support,has_escalation,seat_score,csat_missing,csat_score,mau_score,usage_score,support_score,escalation_score,revenue_score,renewal_score,customer_health_score,customer_status,priority_score,priority_rank
ACC-1417,Yarrow Capital,SMB,SaaS,EMEA,2024-02-23,2024-02-23,2026-09-09,monthly,181.17,10,8,0,0,0,0,0,0,5,1,2026-03-14,3.7,0,829,80.0,181.17,0.0,0,100.0,0,1,20,1,15,0,10,7,7,5,20,84,Monitor,32.0,176
ACC-1092,Cobalt Industries,SMB,Healthcare,North America,2025-01-07,2025-01-07,2026-08-14,annual,3163.03,6,6,2,2,2,1,1,0,2,1,2026-02-24,3.8,0,510,100.0,3163.03,1.3333333333333333,-2,74.0,0,1,25,0,15,0,5,10,7,5,15,82,Monitor,32.0,177
ACC-1252,Cedar Industries,SMB,Media,EMEA,2025-06-19,2025-06-19,2027-02-02,monthly,1546.65,37,32,21,18,20,21,21,20,3,2,2026-05-22,2.5,0,347,86.48648648648648,1546.65,20.166666666666668,-1,246.0,0,1,25,0,0,15,5,10,4,5,20,84,Monitor,32.0,178
ACC-1130,Quantum Foods,Mid-Market,Media,North America,2022-12-22,2022-12-22,2027-01-27,monthly,1692.12,60,27,14,15,16,19,20,23,4,1,2026-05-26,3.7,0,1257,45.0,1692.12,17.833333333333332,9,240.0,0,1,0,1,15,15,15,7,7,5,20,84,Monitor,32.0,179
ACC-1249,Summit Trading,Mid-Market,Logistics,APAC,2026-04-08,2026-04-08,2026-11-24,annual,32032.14,101,51,0,5,4,2,3,0,0,0,2026-05-31,3.7,0,54,50.495049504950494,32032.14,2.333333333333333,0,176.0,0,0,10,1,15,0,10,10,10,15,20,90,Monitor,32.0,180
ACC-1145,Keystone Brands,SMB,Hospitality,North America,2024-07-09,2024-07-09,2026-08-13,monthly,665.68,27,21,0,1,1,0,0,0,3,1,2026-03-03,3.7,0,692,77.77777777777779,665.68,0.3333333333333333,0,73.0,0,1,20,1,15,0,10,10,7,5,15,82,Monitor,32.0,181
ACC-1128,Cedar Group,Mid-Market,Manufacturing,North America,2026-05-22,2026-05-22,2027-05-22,annual,13004.78,51,32,0,0,0,0,0,2,0,0,2026-05-31,4.1,0,10,62.74509803921568,13004.78,0.3333333333333333,2,355.0,0,0,10,0,15,0,10,10,10,15,20,90,Monitor,32.0,182
ACC-1024,Quill Partners,SMB,Retail,EMEA,2025-09-09,2025-09-09,2027-03-05,annual,4908.1,18,14,7,5,5,3,2,1,2,1,2026-05-29,3.7,0,265,77.77777777777779,4908.1,3.8333333333333335,-6,277.0,0,1,20,1,15,0,5,10,7,10,20,87,Monitor,32.0,183
ACC-1031,Crestline Works,Mid-Market,SaaS,APAC,2025-03-20,2025-03-20,2026-09-06,annual,115796.44,212,174,147,154,141,142,151,0,7,2,2026-05-25,2.8,0,438,82.0754716981132,115796.44,122.5,-147,97.0,0,1,25,0,0,20,0,4,4,20,20,93,Monitor,32.0,184
ACC-1419,Apex Industries,Mid-Market,Education,EMEA,2024-05-14,2024-05-14,2026-12-10,monthly,4486.36,173,95,87,68,60,46,38,22,4,0,2026-05-24,3.8,0,748,54.91329479768786,4486.36,53.5,-65,192.0,0,0,10,0,15,15,0,7,10,10,20,87,Monitor,32.0,185
ACC-1383,Ember Partners,Mid-Market,FinServ,North America,2025-05-01,2025-05-01,2027-01-15,monthly,1628.14,60,25,12,13,15,17,18,19,3,0,2026-05-18,3.7,0,396,41.66666666666667,1628.14,15.666666666666666,7,228.0,0,0,0,1,15,10,15,10,10,5,20,85,Monitor,31.5,186
ACC-1221,Willow Brands,SMB,Education,EMEA,2024-06-01,2024-06-01,2027-06-11,monthly,495.16,16,16,4,3,2,2,1,1,3,0,2026-05-23,3.5,1,730,100.0,495.16,2.1666666666666665,-3,375.0,0,0,25,0,10,0,5,10,10,5,20,85,Monitor,31.5,187
ACC-1109,Fjord Capital,Mid-Market,Manufacturing,North America,2023-05-31,2023-05-31,2026-06-20,monthly,8227.65,180,159,7,11,1,15,4,15,2,1,2026-05-21,2.6,0,1097,88.33333333333333,8227.65,8.833333333333334,8,19.0,0,1,25,0,0,10,15,10,7,10,5,82,Monitor,31.5,188
ACC-1336,Helix Capital,Mid-Market,FinServ,APAC,2023-09-15,2023-09-15,2027-02-10,annual,28359.5,59,28,14,17,18,21,23,24,4,2,2026-05-23,3.7,0,990,47.45762711864407,28359.5,19.5,10,254.0,0,1,0,1,15,15,15,7,4,15,20,91,Monitor,31.5,189
ACC-1335,Delta Systems,Mid-Market,SaaS,North America,2026-05-14,2026-05-14,2027-05-14,annual,87277.31,212,106,0,0,0,0,0,15,2,2,2026-06-01,3.7,0,18,50.0,87277.31,2.5,15,347.0,0,1,10,1,15,0,15,10,4,20,20,94,Monitor,31.5,190
ACC-1193,Garnet Holdings,SMB,SaaS,EMEA,2024-06-05,2024-06-05,2027-06-05,monthly,1343.21,30,11,7,7,8,8,8,8,2,0,2026-05-15,4.2,0,726,36.66666666666666,1343.21,7.666666666666667,1,369.0,0,0,0,0,20,10,10,10,10,5,20,85,Monitor,31.5,191
ACC-1287,Beacon Foods,Mid-Market,Construction,North America,2023-12-09,2023-12-09,2026-12-06,monthly,1980.88,81,64,34,35,39,36,37,38,11,3,2026-05-14,3.1,0,905,79.01234567901234,1980.88,36.5,4,188.0,1,1,20,0,10,15,15,0,0,5,20,85,Monitor,31.5,192
ACC-1058,Beacon Industries,SMB,Education,EMEA,2022-07-07,2022-07-07,2026-10-09,annual,13068.38,35,20,12,12,13,12,12,13,7,1,2026-05-13,3.7,0,1425,57.14285714285714,13068.38,12.333333333333334,1,130.0,0,1,10,1,15,10,10,4,7,15,20,91,Monitor,31.5,193
ACC-1331,Meridian Networks,,Healthcare,North America,2023-05-18,2023-05-18,2026-10-10,annual,23259.48,47,25,12,11,9,7,5,2,4,0,2026-05-18,3.7,0,1110,53.191489361702125,23259.48,7.666666666666667,-10,131.0,0,0,10,1,15,10,5,7,10,15,20,92,Monitor,31.0,194
ACC-1255,Cobalt Logistics,SMB,Hospitality,North America,2023-06-07,2023-06-07,2027-06-21,annual,5276.96,26,26,7,5,4,4,2,1,2,2,2026-05-19,3.7,1,1090,100.0,5276.96,3.8333333333333335,-6,385.0,0,1,25,1,15,0,5,10,4,10,20,89,Monitor,31.0,195
ACC-1376,Beacon Media,Enterprise,Manufacturing,North America,2023-02-09,2023-02-09,2026-05-07,annual,710854.97,1177,497,280,306,366,389,423,455,7,0,2026-05-13,3.7,0,1208,42.22599830076466,710854.97,369.8333333333333,175,-25.0,0,0,0,1,15,20,15,4,10,20,5,89,Monitor,31.0,196
ACC-1119,Granite Foods,Enterprise,FinServ,EMEA,2023-05-10,2023-05-10,2026-11-23,annual,691402.72,932,406,396,315,274,202,146,98,3,0,2026-05-29,3.7,0,1118,43.56223175965665,691402.72,238.5,-298,175.0,0,0,0,1,15,20,0,10,10,20,20,95,Healthy,31.0,197
ACC-1194,Yarrow Brands,SMB,Education,North America,2023-09-20,2023-09-20,2027-03-01,annual,8215.66,20,12,5,5,5,6,5,6,4,1,2026-05-23,3.7,0,985,60.0,8215.66,5.333333333333333,1,273.0,0,1,10,1,15,10,10,7,7,10,20,89,Monitor,31.0,198
ACC-1020,Quantum Dynamics,Mid-Market,SaaS,LATAM,2024-09-30,2024-09-30,2026-07-31,monthly,4544.83,77,45,35,38,37,37,38,38,1,0,2026-05-25,3.5,0,609,58.44155844155844,4544.83,37.16666666666666,3,60.0,0,0,10,0,10,15,10,10,10,10,10,85,Monitor,31.0,199
ACC-1197,Onyx Industries,Enterprise,SaaS,APAC,2025-08-29,2025-08-29,2027-07-23,annual,558455.7,754,266,139,145,143,146,153,0,1,0,2026-05-26,3.7,0,276,35.278514588859416,558455.7,121.0,-139,417.0,0,0,0,1,15,20,0,10,10,20,20,95,Healthy,31.0,200
ACC-1136,Maple Networks,Mid-Market,Education,EMEA,2025-05-18,2025-05-18,2027-04-26,annual,129607.27,248,104,58,54,58,54,60,55,2,0,2026-05-27,3.7,0,379,41.935483870967744,129607.27,56.5,-3,329.0,0,0,0,1,15,15,5,10,10,20,20,95,Healthy,31.0,201
ACC-1320,Umbra Systems,Enterprise,FinServ,North America,2026-05-29,2026-05-29,2027-05-29,monthly,80300.66,928,618,0,0,0,0,0,59,2,0,2026-05-27,3.0,0,3,66.59482758620689,80300.66,9.833333333333334,59,362.0,0,0,10,0,0,10,15,10,10,20,20,95,Healthy,31.0,202
ACC-1152,Keystone Trading,SMB,Logistics,North America,2025-08-17,2025-08-17,2027-07-14,annual,5357.98,21,13,9,7,6,4,3,2,2,0,2026-05-18,3.7,0,288,61.90476190476191,5357.98,5.166666666666667,-7,408.0,0,0,10,1,15,10,5,10,10,10,20,90,Monitor,30.5,203
ACC-1251,Beacon Holdings,SMB,Education,North America,2023-07-12,2023-07-12,2027-05-22,monthly,526.15,12,7,5,6,6,6,5,6,2,1,2026-06-01,3.7,0,1055,58.333333333333336,526.15,5.666666666666667,1,355.0,0,1,10,1,15,10,10,10,7,5,20,87,Monitor,30.5,204
ACC-1327,Solace Media,Mid-Market,Manufacturing,North America,2026-03-30,2026-03-30,2026-04-27,annual,76600.92,136,113,63,58,57,0,0,0,10,0,2026-01-05,3.7,0,63,83.08823529411765,76600.92,29.666666666666668,-63,-35.0,1,0,25,1,15,15,0,0,10,20,5,90,Monitor,30.5,205
ACC-1126,Crestline Corp,,SaaS,North America,2025-09-23,2025-09-23,2027-01-07,annual,68997.88,101,54,29,32,32,29,29,30,7,2,2026-05-19,3.7,0,251,53.46534653465347,68997.88,30.166666666666668,1,220.0,0,1,10,1,15,15,10,4,4,15,20,93,Monitor,30.5,206
ACC-1001,Meridian Solutions,SMB,Media,EMEA,2025-04-18,2025-04-18,2027-01-12,annual,8232.27,31,23,17,17,19,17,16,17,10,3,2026-05-15,3.7,0,409,74.19354838709677,8232.27,17.166666666666668,0,225.0,1,1,20,1,15,15,10,0,0,10,20,90,Monitor,30.5,207
ACC-1309,Delta Holdings,Mid-Market,FinServ,EMEA,2023-04-28,2023-04-28,,monthly,2881.18,131,64,24,28,32,36,41,42,4,0,2026-05-14,3.7,0,1130,48.854961832061065,2881.18,33.833333333333336,18,,0,0,0,1,15,15,15,7,10,5,20,87,Monitor,30.5,208
ACC-1368,Yarrow Trading,SMB,SaaS,APAC,2025-01-01,2025-01-01,2027-04-26,annual,8481.76,21,13,10,8,7,6,4,0,3,0,2026-05-28,3.7,0,516,61.90476190476191,8481.76,5.833333333333333,-10,329.0,0,0,10,1,15,10,5,10,10,10,20,90,Monitor,30.5,209
ACC-1079,Cobalt Systems,Enterprise,Media,North America,2023-11-24,2023-11-24,2027-02-09,monthly,23807.33,596,326,250,212,195,145,112,68,3,2,2026-05-28,3.7,0,920,54.69798657718121,23807.33,163.66666666666666,-182,253.0,0,1,10,1,15,20,0,10,4,15,20,94,Monitor,30.0,210
ACC-1289,Redwood Industries,Mid-Market,Retail,EMEA,2026-04-08,2026-04-08,2026-11-27,annual,124182.93,223,88,62,64,72,68,66,64,3,1,2026-05-23,3.7,0,54,39.46188340807175,124182.93,66.0,2,179.0,0,1,0,1,15,15,10,10,7,20,20,97,Healthy,30.0,211
ACC-1146,Beacon Systems,Enterprise,FinServ,EMEA,2026-05-13,2026-05-13,2027-05-13,monthly,24432.0,493,251,0,0,0,0,0,92,2,2,2026-05-31,3.3,0,19,50.91277890466531,24432.0,15.333333333333334,92,346.0,0,1,10,0,10,10,15,10,4,15,20,94,Monitor,30.0,212
ACC-1114,Redwood Systems,SMB,Healthcare,North America,2025-04-20,2025-04-20,2027-01-27,annual,7837.36,37,20,7,8,10,11,12,13,6,2,2026-05-27,3.8,0,407,54.054054054054056,7837.36,10.166666666666666,6,240.0,0,1,10,0,15,10,15,7,4,10,20,91,Monitor,30.0,213
ACC-1356,Harbor Industries,SMB,FinServ,North America,2022-04-29,2022-04-29,2027-01-21,annual,11418.22,36,19,15,15,16,16,18,17,5,1,2026-05-14,3.7,0,1494,52.77777777777778,11418.22,16.166666666666668,2,234.0,0,1,10,1,15,10,10,7,7,15,20,94,Monitor,30.0,214
ACC-1002,Delta Supply,SMB,Manufacturing,North America,2024-11-18,2024-11-18,2026-12-19,annual,3643.02,12,12,3,3,3,4,4,5,5,2,2026-06-01,3.7,1,560,100.0,3643.02,3.6666666666666665,2,201.0,0,1,25,1,15,0,10,7,4,10,20,91,Monitor,30.0,215
ACC-1372,Garnet Networks,Mid-Market,Education,APAC,2026-05-06,2026-05-06,2027-05-06,annual,75616.91,199,115,0,0,0,0,0,7,1,1,2026-06-01,3.7,0,26,57.78894472361809,75616.91,1.1666666666666667,7,339.0,0,1,10,1,15,0,15,10,7,20,20,97,Healthy,30.0,216
ACC-1239,Vertex Networks,SMB,Media,North America,2024-12-03,2024-12-03,2026-11-10,annual,18466.33,39,28,15,15,16,15,16,14,2,2,2026-05-19,3.1,0,545,71.7948717948718,18466.33,15.166666666666666,-1,162.0,0,1,20,0,10,10,5,10,4,15,20,94,Monitor,30.0,217
ACC-1208,Lumen Logistics,Enterprise,SaaS,North America,2022-10-17,2022-10-17,2026-10-01,annual,1322115.99,1443,1135,776,691,549,486,325,202,3,1,2026-05-14,3.0,0,1323,78.65557865557865,1322115.99,504.8333333333333,-574,122.0,0,1,20,0,0,20,0,10,7,20,20,97,Healthy,30.0,218
ACC-1242,Solace Brands,Enterprise,Retail,North America,2023-02-17,2023-02-17,2027-04-05,annual,585926.79,710,362,210,170,135,110,83,48,2,1,2026-05-17,3.5,0,1200,50.985915492957744,585926.79,126.0,-162,308.0,0,1,10,0,10,20,0,10,7,20,20,97,Healthy,30.0,219
ACC-1063,Ionic Foods,SMB,Healthcare,North America,2026-03-13,2026-03-13,2025-11-08,monthly,485.16,12,9,7,6,7,6,7,7,4,0,2026-05-30,3.9,0,80,75.0,485.16,6.666666666666667,0,-205.0,0,0,20,0,15,10,10,7,10,5,5,82,Monitor,30.0,220
ACC-1116,Granite Works,Mid-Market,Hospitality,North America,2024-01-23,2024-01-23,2026-12-04,annual,71494.44,191,112,91,70,66,50,34,21,6,1,2026-05-18,4.5,0,860,58.63874345549738,71494.44,55.333333333333336,-70,186.0,0,1,10,0,20,15,0,7,7,15,20,94,Monitor,30.0,221
ACC-1159,Tundra Supply,Mid-Market,Manufacturing,North America,2025-07-17,2025-07-17,2027-10-08,monthly,1796.62,41,32,12,13,16,18,18,20,7,2,2026-05-15,3.2,0,319,78.04878048780488,1796.62,16.166666666666668,8,494.0,0,1,20,0,10,10,15,4,4,5,20,88,Monitor,30.0,222
ACC-1296,Harbor Capital,Enterprise,Manufacturing,North America,2024-01-27,2024-01-27,2026-06-07,annual,750420.01,1099,881,555,431,416,284,227,128,7,1,2026-05-25,3.7,0,856,80.16378525932666,750420.01,340.1666666666667,-427,6.0,0,1,20,1,15,20,0,4,7,20,5,91,Monitor,30.0,223
ACC-1011,Granite Brands,Mid-Market,Logistics,EMEA,2023-05-14,2023-05-14,2026-02-26,annual,86492.33,125,102,67,60,63,63,61,66,6,2,2026-05-17,3.7,0,1114,81.6,86492.33,63.333333333333336,-1,-95.0,0,1,20,1,15,15,5,7,4,20,5,91,Monitor,30.0,224
ACC-1212,Helix Labs,Mid-Market,Retail,North America,2023-04-13,2023-04-13,2027-06-23,annual,61588.39,132,99,62,53,40,33,25,14,7,0,2026-05-14,3.1,0,1145,75.0,61588.39,37.833333333333336,-48,387.0,0,0,20,0,10,15,0,4,10,15,20,94,Monitor,30.0,225
ACC-1375,Cedar Capital,SMB,Construction,EMEA,2024-08-13,2024-08-13,2027-03-04,monthly,930.0,37,26,13,14,9,8,6,3,4,1,2026-05-22,3.7,0,657,70.27027027027027,930.0,8.833333333333334,-10,276.0,0,1,20,1,15,10,5,7,7,5,20,89,Monitor,29.5,226
ACC-1370,Umbra Trading,Mid-Market,Retail,EMEA,2024-03-24,2024-03-24,2026-10-03,annual,54159.23,136,73,41,35,28,20,16,9,3,0,2026-05-28,4.0,0,799,53.67647058823529,54159.23,24.83333333333333,-32,124.0,0,0,10,0,15,15,0,10,10,15,20,95,Healthy,29.5,227
ACC-1351,Beacon Brands,Enterprise,Healthcare,North America,2025-07-13,2025-07-13,2026-06-07,monthly,50101.63,694,495,372,397,380,388,358,368,7,0,2026-05-15,3.4,0,323,71.3256484149856,50101.63,377.1666666666667,-4,6.0,0,0,20,0,10,20,5,4,10,15,5,89,Monitor,29.5,228
ACC-1236,Apex Logistics,Enterprise,FinServ,North America,2022-11-04,2022-11-04,2027-02-28,monthly,57556.69,823,708,476,436,443,478,437,457,10,6,2026-05-16,3.7,0,1305,86.02673147023087,57556.69,454.5,-19,272.0,1,1,25,1,15,20,0,0,0,15,20,95,Healthy,29.5,229
ACC-1220,Willow Industries,SMB,Retail,APAC,2024-08-06,2024-08-06,2026-07-11,annual,2362.58,6,5,0,0,0,0,0,0,2,0,2026-03-16,3.7,0,664,83.33333333333334,2362.58,0.0,0,40.0,0,0,25,1,15,0,10,10,10,5,10,85,Monitor,29.5,230
ACC-1117,Meridian Industries,SMB,Media,EMEA,2022-11-13,2022-11-13,2026-08-10,monthly,258.79,7,5,2,2,3,2,3,2,3,1,2026-05-13,4.9,0,1296,71.42857142857143,258.79,2.333333333333333,0,70.0,0,1,20,0,20,0,10,10,7,5,15,87,Monitor,29.5,231
ACC-1138,Helix Industries,SMB,Media,APAC,2025-04-27,2025-04-27,2026-12-07,monthly,555.42,23,15,5,6,7,8,9,10,7,0,2026-05-27,3.7,0,400,65.21739130434783,555.42,7.5,5,189.0,0,0,10,1,15,10,15,4,10,5,20,89,Monitor,29.5,232
ACC-1014,Helix Solutions,SMB,Hospitality,APAC,2024-07-16,2024-07-16,2027-02-02,annual,8955.68,31,23,17,17,18,16,17,0,3,1,2026-06-01,3.7,0,685,74.19354838709677,8955.68,14.166666666666666,-17,246.0,0,1,20,1,15,10,0,10,7,10,20,92,Monitor,29.5,233
ACC-1163,Cobalt Health,SMB,Construction,North America,2024-01-12,2024-01-12,2026-08-10,annual,8788.61,17,14,7,6,4,3,2,1,1,0,2026-05-20,3.7,0,871,82.35294117647058,8788.61,3.8333333333333335,-6,70.0,0,0,25,1,15,0,5,10,10,10,15,90,Monitor,29.5,234
ACC-1198,Pinnacle Solutions,Mid-Market,Manufacturing,EMEA,2026-05-17,2026-05-17,2027-05-17,monthly,9235.69,234,129,0,0,0,0,0,8,0,1,2026-05-27,4.5,0,15,55.12820512820513,9235.69,1.3333333333333333,8,350.0,0,1,10,0,20,0,15,10,7,10,20,92,Monitor,29.5,235
ACC-1311,Summit Solutions,SMB,FinServ,EMEA,2025-03-24,2025-03-24,2026-07-16,annual,10227.0,30,28,11,13,15,15,16,18,5,3,2026-05-29,3.3,0,434,93.33333333333331,10227.0,14.666666666666666,7,45.0,0,1,25,0,10,10,15,7,0,15,10,92,Monitor,29.0,236
ACC-1285,Willow Dynamics,SMB,Logistics,North America,2023-02-03,2023-02-03,2026-09-08,monthly,1299.12,34,23,17,17,13,11,7,4,3,0,2026-05-16,3.7,0,1214,67.64705882352942,1299.12,11.5,-13,99.0,0,0,20,1,15,10,0,10,10,5,20,90,Monitor,29.0,237
ACC-1379,Quill Logistics,Mid-Market,Logistics,EMEA,2023-07-08,2023-07-08,2027-04-16,annual,68902.74,105,83,67,63,72,64,70,65,8,1,2026-05-13,3.5,0,1059,79.04761904761905,68902.74,66.83333333333333,-2,319.0,0,1,20,0,10,15,5,4,7,15,20,96,Healthy,29.0,238
ACC-1413,Solace Solutions,Mid-Market,Construction,EMEA,2022-06-08,2022-06-08,2027-04-22,annual,120005.2,208,79,40,43,48,55,64,67,5,1,2026-05-14,3.7,0,1454,37.980769230769226,120005.2,52.833333333333336,27,325.0,0,1,0,1,15,15,15,7,7,20,20,99,Healthy,29.0,239
ACC-1124,Pioneer Systems,Mid-Market,Logistics,EMEA,2022-07-11,2022-07-11,2027-05-08,monthly,8028.24,176,116,80,74,79,75,79,71,5,1,2026-05-24,3.7,0,1421,65.9090909090909,8028.24,76.33333333333333,-9,341.0,0,1,10,1,15,20,5,7,7,10,20,94,Monitor,28.5,240
ACC-1108,Apex Dynamics,SMB,Healthcare,North America,2023-02-08,2023-02-08,2026-03-20,annual,16269.15,33,31,17,16,18,15,16,16,7,1,2026-05-25,4.9,0,1209,93.93939393939394,16269.15,16.333333333333332,-1,-73.0,0,1,25,0,20,10,5,4,7,15,5,91,Monitor,28.5,241
ACC-1176,Summit Technologies,SMB,SaaS,EMEA,2026-05-04,2026-05-04,2026-06-20,monthly,630.77,31,21,10,9,7,6,4,2,2,0,2026-05-20,4.2,0,28,67.74193548387096,630.77,6.333333333333333,-8,19.0,0,0,20,0,20,10,5,10,10,5,5,85,Monitor,28.5,242
ACC-1262,Quill Works,SMB,Healthcare,EMEA,2023-07-22,2023-07-22,2026-10-06,monthly,397.06,16,13,4,4,5,5,6,7,6,2,2026-06-01,3.7,0,1045,81.25,397.06,5.166666666666667,3,127.0,0,1,20,1,15,10,10,7,4,5,20,91,Monitor,28.5,243
ACC-1105,Onyx Works,SMB,Education,APAC,2022-09-18,2022-09-18,2027-05-13,annual,6914.87,18,14,13,14,13,13,13,0,8,0,2026-05-30,4.6,0,1352,77.77777777777779,6914.87,11.0,-13,346.0,0,0,20,0,20,10,0,4,10,10,20,94,Monitor,28.5,244
ACC-1275,Crestline Foods,SMB,SaaS,EMEA,2022-09-09,2022-09-09,2026-02-02,annual,15778.11,30,22,7,9,9,10,12,12,6,2,2026-05-26,3.7,0,1361,73.33333333333333,15778.11,9.833333333333334,5,-119.0,0,1,20,1,15,10,15,7,4,15,5,91,Monitor,28.5,245
ACC-1010,Garnet Logistics,Mid-Market,Healthcare,North America,2025-04-24,2025-04-24,2027-02-21,annual,32866.42,91,59,61,52,42,28,20,13,4,0,2026-05-31,4.6,0,403,64.83516483516483,32866.42,36.0,-48,265.0,0,0,10,0,20,15,0,7,10,15,20,97,Healthy,28.5,246
ACC-1312,Apex Works,Mid-Market,Retail,APAC,2026-03-01,2026-03-01,2026-09-27,annual,127198.48,205,120,76,80,81,83,75,0,2,0,2026-06-01,4.1,0,92,58.53658536585365,127198.48,65.83333333333333,-76,118.0,0,0,10,0,15,15,0,10,10,20,20,100,Healthy,28.5,247
ACC-1096,Quill Technologies,SMB,SaaS,North America,2024-06-05,2024-06-05,2026-06-19,annual,2765.58,12,12,9,7,6,4,3,2,1,0,2026-05-29,3.7,1,726,100.0,2765.58,5.166666666666667,-7,18.0,0,0,25,1,15,10,5,10,10,5,5,85,Monitor,28.5,248
ACC-1261,Umbra Corp,SMB,Logistics,North America,2025-12-05,2025-12-05,2027-03-11,annual,4393.46,23,23,15,16,16,17,15,16,8,3,2026-05-26,3.7,1,178,100.0,4393.46,15.833333333333334,1,283.0,0,1,25,1,15,10,10,4,0,10,20,94,Monitor,28.5,249
ACC-1088,Beacon Works,Mid-Market,Healthcare,EMEA,2024-07-19,2024-07-19,2026-06-25,annual,70548.07,106,96,76,66,50,39,29,19,4,0,2026-05-19,3.7,0,682,90.56603773584906,70548.07,46.5,-57,24.0,0,0,25,1,15,15,0,7,10,15,5,92,Monitor,28.0,250
ACC-1082,Onyx Partners,Mid-Market,FinServ,North America,2026-05-11,2026-05-11,2027-03-02,monthly,2180.79,104,71,43,40,40,43,37,43,5,3,2026-05-23,3.7,0,21,68.26923076923077,2180.79,41.0,0,274.0,0,1,20,1,15,15,10,7,0,5,20,92,Monitor,28.0,251
ACC-1333,Tundra Health,SMB,Media,North America,2023-03-14,2023-03-14,2026-08-24,monthly,248.11,8,7,0,0,0,0,0,0,1,0,2026-02-17,3.7,0,1175,87.5,248.11,0.0,0,84.0,0,0,25,1,15,0,10,10,10,5,15,90,Monitor,28.0,252
ACC-1293,Vertex Brands,Mid-Market,Education,EMEA,2024-01-20,2024-01-20,2026-10-10,monthly,1613.99,47,30,21,22,22,22,21,21,3,1,2026-05-17,3.7,0,863,63.82978723404256,1613.99,21.5,0,131.0,0,1,10,1,15,15,10,10,7,5,20,92,Monitor,28.0,253
ACC-1179,Xenon Systems,SMB,Hospitality,APAC,2023-01-23,2023-01-23,2027-02-23,annual,7569.68,19,10,4,4,5,6,6,7,3,0,2026-05-17,3.7,0,1225,52.63157894736842,7569.68,5.333333333333333,3,267.0,0,0,10,1,15,10,10,10,10,10,20,95,Healthy,28.0,254
ACC-1104,Onyx Labs,Mid-Market,Healthcare,EMEA,2024-09-13,2024-09-13,2026-01-05,annual,58790.07,130,118,61,69,77,0,0,0,3,1,2026-02-03,3.7,0,626,90.76923076923076,58790.07,34.5,-61,-147.0,0,1,25,1,15,15,0,10,7,15,5,92,Monitor,28.0,255
ACC-1083,Willow Trading,Enterprise,Retail,North America,2024-09-16,2024-09-16,2026-07-14,monthly,52660.81,1340,898,483,433,292,237,192,105,6,1,2026-05-30,3.7,0,623,67.01492537313433,52660.81,290.3333333333333,-378,43.0,0,1,20,1,15,20,0,7,7,15,10,94,Monitor,28.0,256
ACC-1316,Redwood Networks,Mid-Market,Healthcare,North America,2026-03-04,2026-03-04,2026-12-31,monthly,3192.54,74,45,39,41,41,40,43,42,5,0,2026-05-17,3.7,0,89,60.810810810810814,3192.54,41.0,3,213.0,0,0,10,1,15,15,10,7,10,5,20,92,Monitor,28.0,257
ACC-1299,Harbor Logistics,SMB,FinServ,APAC,2026-04-25,2026-04-25,2026-11-02,annual,7794.59,16,9,5,6,6,6,5,6,3,0,2026-05-28,3.7,0,37,56.25,7794.59,5.666666666666667,1,154.0,0,0,10,1,15,10,10,10,10,10,20,95,Healthy,28.0,258
ACC-1071,Solace Group,SMB,Construction,North America,2022-11-06,2022-11-06,2026-08-03,monthly,501.53,12,12,0,0,0,0,0,0,1,0,2026-03-24,3.7,1,1303,100.0,501.53,0.0,0,63.0,0,0,25,1,15,0,10,10,10,5,15,90,Monitor,28.0,259
ACC-1257,Delta Logistics,SMB,SaaS,North America,2025-02-23,2025-02-23,2026-07-01,annual,6653.25,28,20,14,14,14,15,14,15,3,0,2026-05-30,3.7,0,463,71.42857142857143,6653.25,14.333333333333334,1,30.0,0,0,20,1,15,10,10,10,10,10,5,90,Monitor,27.5,260
ACC-1013,Crestline Networks,SMB,Manufacturing,North America,2022-08-02,2022-08-02,2026-08-12,annual,7176.5,28,23,21,20,21,20,20,22,10,2,2026-05-17,3.7,0,1399,82.14285714285714,7176.5,20.666666666666668,1,72.0,1,1,25,1,15,15,10,0,4,10,15,94,Monitor,27.5,261
ACC-1180,Quantum Labs,Enterprise,Construction,North America,2025-02-18,2025-02-18,2026-11-13,monthly,121296.28,1411,802,434,423,301,230,185,124,3,1,2026-05-18,3.7,0,468,56.83912119064494,121296.28,282.8333333333333,-310,165.0,0,1,10,1,15,20,0,10,7,20,20,102,Healthy,27.5,262
ACC-1394,Onyx Corp,SMB,Hospitality,EMEA,2025-09-03,2025-09-03,2026-11-14,annual,5470.55,17,11,5,6,7,8,9,9,7,1,2026-05-31,4.7,0,271,64.70588235294117,5470.55,7.333333333333333,4,166.0,0,1,10,0,20,10,15,4,7,10,20,96,Healthy,27.5,263
ACC-1365,Juniper Capital,Mid-Market,Construction,LATAM,2023-05-23,2023-05-23,2026-11-30,annual,25137.22,54,44,37,29,27,19,15,10,6,1,2026-05-28,3.8,0,1105,81.48148148148148,25137.22,22.83333333333333,-27,182.0,0,1,20,0,15,15,0,7,7,15,20,99,Healthy,27.5,264
